t_s,arrival_rate,admitted_rate,deferred_rate,service_rate,depth,depth_critical,depth_deferrable,oldest_age_s,oldest_age_critical_s,oldest_age_deferrable_s,downstream_in_flight,downstream_response_ms,downstream_saturated
649.0,12000,12000.0,0.0,3646.6,4582176.8,2061736.3,2520440.4,381.8,381.8,381.8,600,99.21,True
650.0,12000,12000.0,0.0,3646.6,4590530.1,2065677.7,2524852.5,382.5,382.5,382.5,600,99.21,True
651.0,12000,12000.0,0.0,3646.6,4598883.5,2069254.3,2529629.2,383.2,383.1,383.2,600,99.21,True
652.0,12000,12000.0,0.0,3646.6,4607236.9,2073195.7,2534041.2,383.9,383.9,383.9,600,99.21,True
653.0,12000,12000.0,0.0,3646.6,4615590.3,2076772.4,2538817.9,384.6,384.5,384.6,600,99.21,True
654.0,12000,12000.0,0.0,3646.6,4623943.6,2080349.1,2543594.6,385.3,385.2,385.3,600,99.21,True
655.0,12000,12000.0,0.0,3646.6,4632297.0,2084290.4,2548006.6,386.0,385.9,386.0,600,99.21,True
656.0,12000,12000.0,0.0,3646.6,4640650.4,2087867.1,2552783.3,386.7,386.6,386.7,600,99.21,True
657.0,12000,12000.0,0.0,3646.6,4649003.8,2091808.5,2557195.3,387.4,387.3,387.4,600,99.21,True
658.0,12000,12000.0,0.0,3646.6,4657357.1,2095385.1,2561972.0,388.1,388.0,388.1,600,99.21,True
659.0,12000,12000.0,0.0,3646.6,4665710.5,2099326.5,2566384.0,388.8,388.7,388.8,600,99.21,True
660.0,12000,12000.0,0.0,3646.6,4674063.9,2103267.8,2570796.0,389.5,389.4,389.5,600,99.21,True
661.0,12000,12000.0,0.0,3646.6,4682417.3,2106844.5,2575572.7,390.2,390.1,390.2,600,99.21,True
662.0,12000,12000.0,0.0,3646.6,4690770.6,2110785.9,2579984.8,390.9,390.8,390.9,600,99.21,True
663.0,12000,12000.0,0.0,3646.6,4699124.0,2114362.6,2584761.4,391.6,391.5,391.6,600,99.21,True
664.0,12000,12000.0,0.0,3646.6,4707477.4,2118303.9,2589173.5,392.2,392.2,392.2,600,99.21,True
665.0,12000,12000.0,0.0,3646.6,4715830.8,2121880.6,2593950.2,393.0,392.9,393.0,600,99.21,True
666.0,12000,12000.0,0.0,3646.6,4724184.2,2125822.0,2598362.2,393.6,393.6,393.6,600,99.21,True
667.0,12000,12000.0,0.0,3646.6,4732537.5,2129398.7,2603138.9,394.4,394.3,394.4,600,99.21,True
668.0,12000,12000.0,0.0,3646.6,4740890.9,2133340.0,2607550.9,395.0,395.0,395.0,600,99.21,True
669.0,12000,12000.0,0.0,3646.6,4749244.3,2137281.4,2611962.9,395.7,395.7,395.7,600,99.21,True
670.0,12000,12000.0,0.0,3646.6,4757597.7,2140858.0,2616739.6,396.4,396.4,396.4,600,99.21,True
671.0,12000,12000.0,0.0,3646.6,4765951.0,2144434.7,2621516.3,397.1,397.1,397.1,600,99.21,True
672.0,12000,12000.0,0.0,3646.6,4774304.4,2148376.1,2625928.3,397.8,397.8,397.8,600,99.21,True
673.0,12000,12000.0,0.0,3646.6,4782657.8,2151952.8,2630705.0,398.5,398.5,398.5,600,99.21,True
674.0,12000,12000.0,0.0,3646.6,4791011.2,2155894.1,2635117.0,399.2,399.2,399.2,600,99.21,True
675.0,12000,12000.0,0.0,3646.6,4799364.5,2159470.8,2639893.7,399.9,399.9,399.9,600,99.21,True
676.0,12000,12000.0,0.0,3646.6,4807717.9,2163412.2,2644305.8,400.6,400.6,400.6,600,99.21,True
677.0,12000,12000.0,0.0,3646.6,4816071.3,2166988.8,2649082.4,401.3,401.2,401.3,600,99.21,True
678.0,12000,12000.0,0.0,3646.6,4824424.7,2170565.5,2653859.1,402.0,401.9,402.0,600,99.21,True
679.0,12000,12000.0,0.0,3646.6,4832778.0,2174506.9,2658271.2,402.7,402.6,402.7,600,99.21,True
680.0,12000,12000.0,0.0,3646.6,4841131.4,2178083.6,2663047.8,403.4,403.3,403.4,600,99.21,True
681.0,12000,12000.0,0.0,3646.6,4849484.8,2182024.9,2667459.9,404.1,404.0,404.1,600,99.21,True
682.0,12000,12000.0,0.0,3646.6,4857838.2,2185601.6,2672236.6,404.8,404.7,404.8,600,99.21,True
683.0,12000,12000.0,0.0,3646.6,4866191.6,2189543.0,2676648.6,405.5,405.4,405.5,600,99.21,True
684.0,12000,12000.0,0.0,3646.6,4874544.9,2193119.7,2681425.3,406.2,406.1,406.2,600,99.21,True
685.0,12000,12000.0,0.0,3646.6,4882898.3,2197061.0,2685837.3,406.9,406.8,406.9,600,99.21,True
686.0,12000,12000.0,0.0,3646.6,4891251.7,2201002.4,2690249.3,407.6,407.5,407.6,600,99.21,True
687.0,12000,12000.0,0.0,3646.6,4899605.1,2204579.0,2695026.0,408.3,408.2,408.3,600,99.21,True
688.0,12000,12000.0,0.0,3646.6,4907958.4,2208520.4,2699438.0,409.0,408.9,409.0,600,99.21,True
689.0,12000,12000.0,0.0,3646.6,4916311.8,2212097.1,2704214.7,409.7,409.6,409.7,600,99.21,True
690.0,12000,12000.0,0.0,3646.6,4924665.2,2216038.4,2708626.8,410.3,410.3,410.3,600,99.21,True
691.0,12000,12000.0,0.0,3646.6,4933018.6,2219615.1,2713403.4,411.1,411.0,411.1,600,99.21,True
692.0,12000,12000.0,0.0,3646.6,4941371.9,2223556.5,2717815.5,411.7,411.7,411.7,600,99.21,True
693.0,12000,12000.0,0.0,3646.6,4949725.3,2227497.8,2722227.5,412.4,412.4,412.4,600,99.21,True
694.0,12000,12000.0,0.0,3646.6,4958078.7,2231074.5,2727004.2,413.1,413.1,413.1,600,99.21,True
695.0,12000,12000.0,0.0,3646.6,4966432.1,2235015.9,2731416.2,413.8,413.8,413.8,600,99.21,True
696.0,12000,12000.0,0.0,3646.6,4974785.5,2238592.6,2736192.9,414.5,414.5,414.5,600,99.21,True
697.0,12000,12000.0,0.0,3646.6,4983138.8,2242169.2,2740969.6,415.2,415.2,415.2,600,99.21,True
698.0,12000,12000.0,0.0,3646.6,4991492.2,2246110.6,2745381.6,415.9,415.9,415.9,600,99.21,True
699.0,12000,12000.0,0.0,3646.6,4999845.6,2249687.3,2750158.3,416.6,416.6,416.6,600,99.21,True
700.0,12000,12000.0,0.0,3646.6,5008199.0,2253628.6,2754570.3,417.3,417.3,417.3,600,99.21,True
701.0,12000,12000.0,0.0,3646.6,5016552.3,2257205.3,2759347.0,418.0,418.0,418.0,600,99.21,True
702.0,12000,12000.0,0.0,3646.6,5024905.7,2261146.7,2763759.0,418.7,418.7,418.7,600,99.21,True
703.0,12000,12000.0,0.0,3646.6,5033259.1,2264723.4,2768535.7,419.4,419.3,419.4,600,99.21,True
704.0,12000,12000.0,0.0,3646.6,5041612.5,2268300.0,2773312.4,420.1,420.0,420.1,600,99.21,True
705.0,12000,12000.0,0.0,3646.6,5049965.8,2272241.4,2777724.4,420.8,420.7,420.8,600,99.21,True
706.0,12000,12000.0,0.0,3646.6,5058319.2,2275818.1,2782501.1,421.5,421.4,421.5,600,99.21,True
707.0,12000,12000.0,0.0,3646.6,5066672.6,2279759.4,2786913.2,422.2,422.1,422.2,600,99.21,True
708.0,12000,12000.0,0.0,3646.6,5075026.0,2283336.1,2791689.8,422.9,422.8,422.9,600,99.21,True
709.0,12000,12000.0,0.0,3646.6,5083379.3,2287277.5,2796101.9,423.6,423.5,423.6,600,99.21,True
710.0,12000,12000.0,0.0,3646.6,5091732.7,2291218.8,2800513.9,424.3,424.2,424.3,600,99.21,True
711.0,12000,12000.0,0.0,3646.6,5100086.1,2294795.5,2805290.6,425.0,424.9,425.0,600,99.21,True
712.0,12000,12000.0,0.0,3646.6,5108439.5,2298736.9,2809702.6,425.7,425.6,425.7,600,99.21,True
713.0,12000,12000.0,0.0,3646.6,5116792.9,2302313.6,2814479.3,426.4,426.3,426.4,600,99.21,True
714.0,12000,12000.0,0.0,3646.6,5125146.2,2306254.9,2818891.3,427.1,427.0,427.1,600,99.21,True
715.0,12000,12000.0,0.0,3646.6,5133499.6,2309831.6,2823668.0,427.8,427.7,427.8,600,99.21,True
716.0,12000,12000.0,0.0,3646.6,5141853.0,2313772.9,2828080.0,428.4,428.4,428.4,600,99.21,True
717.0,12000,12000.0,0.0,3646.6,5150206.4,2317349.6,2832856.7,429.2,429.1,429.2,600,99.21,True
718.0,12000,12000.0,0.0,3646.6,5158559.7,2321291.0,2837268.8,429.8,429.8,429.8,600,99.21,True
719.0,12000,12000.0,0.0,3646.6,5166913.1,2325232.3,2841680.8,430.5,430.5,430.5,600,99.21,True
